term_id,source_term,id_ID,scope,status,note
O012-TERM-0039,manifold atlas,atlas manifold,global,admitted,
O012-TERM-0040,disk,cakram,global,admitted,
O012-TERM-0041,homotopy,homotopi,global,admitted,
O012-TERM-0042,product map,produk pemetaan,global,admitted,
O012-TERM-0043,contractible,kontraktil,global,admitted,"dapat dikontraksikan is an explanatory variant"
O012-TERM-0044,contraction,kontraksi,global,admitted,
O012-TERM-0045,characteristic function,fungsi karakteristik,global,admitted,
O012-TERM-0046,intermediate value theorem,teorema nilai antara,global,admitted,
O012-TERM-0047,connected,terhubung,global,admitted,
O012-TERM-0048,connectedness,keterhubungan,global,admitted,
O012-TERM-0049,path,lintasan,global,admitted,
O012-TERM-0050,submanifold,submanifold,global,admitted,
O012-TERM-0051,coordinate function,fungsi koordinat,global,admitted,
O012-TERM-0052,invariant,invarian,global,admitted,
O012-TERM-0053,connected component,komponen terhubung,global,admitted,
O012-TERM-0054,set of connected components,himpunan komponen terhubung,global,admitted,
O012-TERM-0055,locally connected,terhubung lokal,global,admitted,"terhubung secara lokal is the explanatory prose variant"
O012-TERM-0056,annulus,anulus,global,admitted,
O012-TERM-0057,retraction,retraksi,global,admitted,
O012-TERM-0058,homotopic,homotopik,global,admitted,
O012-TERM-0059,homotopy equivalence,ekuivalensi homotopi,global,admitted,
O012-TERM-0060,homotopy equivalent,ekuivalen secara homotopi,global,admitted,
O012-TERM-0061,path-connected,terhubung lintasan,global,admitted,
O012-TERM-0062,path component,komponen lintasan,global,admitted,
O012-TERM-0063,category,kategori,global,admitted,
O012-TERM-0064,object,objek,global,admitted,
"O012-TERM-0065","morphism","morfisma","global","admitted","preferred after same-field Indonesian usage audit; propagate through the homeomorfisma and homomorfisma families"
O012-TERM-0066,source,sumber,category_theory,admitted,
O012-TERM-0067,target,sasaran,category_theory,admitted,
O012-TERM-0068,locally small,kecil secara lokal,category_theory,admitted,
O012-TERM-0069,hom-set,himpunan morfisma,category_theory,admitted,"himpunan-hom is retained as a compact conventional alias"
O012-TERM-0070,pointed set,himpunan bertitik,category_theory,admitted,
O012-TERM-0071,pointed map,pemetaan bertitik,category_theory,admitted,
"O012-TERM-0072","functoriality","fungtorialitas","category_theory","admitted","derived consistently from the preferred fungtor form"
O012-TERM-0073,underlying-set functor,fungtor pelupa,category_theory,admitted,"fungtor himpunan yang mendasari is the explicit variant"
O012-TERM-0074,subcategory,subkategori,category_theory,admitted,
O012-TERM-0075,full subcategory,subkategori penuh,category_theory,admitted,
O012-TERM-0076,subcategory inclusion,inklusi subkategori,category_theory,admitted,
O012-TERM-0077,homotopy class,kelas homotopi,global,admitted,
O012-TERM-0078,homotopy category,kategori homotopi,global,admitted,
O012-TERM-0079,descends or factors through,memfaktor melalui,category_theory,admitted,"turun melalui is retained in explanatory prose"
O012-TERM-0080,preserve coproducts,melestarikan koproduk,category_theory,admitted,
O012-TERM-0081,coproduct summand,suku koproduk,category_theory,admitted,
O012-TERM-0082,topologist's sine curve,kurva sinus topolog,point_set_topology,admitted,
O012-TERM-0083,natural transformation,transformasi natural,category_theory,admitted,
O012-TERM-0084,component of a natural transformation,komponen transformasi natural,category_theory,admitted,"komponen when the context is unambiguous"
O012-TERM-0085,natural isomorphism,isomorfisma natural,category_theory,admitted,
O012-TERM-0086,semilocally path connected,terhubung lintasan semilokal,point_set_topology,admitted,"SLPC retained as the source abbreviation"
O012-TERM-0087,pointed homotopy,homotopi bertitik,homotopy_theory,admitted,
O012-TERM-0088,covering map,pemetaan penutup,covering_spaces,admitted,
"O012-TERM-0089","evenly covered","tertutup rata","covering_spaces","admitted","preferred adjective; diliputi secara merata remains an explanatory prose variant"
O012-TERM-0090,fibre,serat,covering_spaces,admitted,"use British-source fibre and Indonesian serat consistently"
O012-TERM-0091,base space,ruang dasar,covering_spaces,admitted,
O012-TERM-0092,wedge,baji,point_set_topology,admitted,"write S^1 vee S^1 explicitly where useful"
O012-TERM-0093,quotient map,pemetaan hasil bagi,point_set_topology,admitted,
O012-TERM-0094,branch cut,potongan cabang,complex_analysis,admitted,
O012-TERM-0095,locally convex topological vector space,ruang vektor topologis yang konveks lokal,functional_analysis,admitted,
O012-TERM-0096,typical fibre,serat tipikal,covering_spaces,admitted,"an isomorphism class on a path component; no preferred identification"
O012-TERM-0097,pointed covering space,ruang penutup bertitik,covering_spaces,admitted,"write (Z,z) to (X,x) with pi(z)=x"
O012-TERM-0098,category of covering spaces,kategori ruang penutup,covering_spaces,admitted,
O012-TERM-0099,monodromy,monodromi,covering_spaces,admitted,
O012-TERM-0100,pullback,tarik balik,category_theory,admitted,
O012-TERM-0101,fibre product,hasil kali serat,category_theory,admitted,
O012-TERM-0102,slice category,kategori irisan,category_theory,admitted,
O012-TERM-0103,trivial covering space,ruang penutup trivial,covering_spaces,admitted,
O012-TERM-0104,section,penampang,covering_spaces,admitted,
O012-TERM-0105,path lifting,pengangkatan lintasan,covering_spaces,admitted,
O012-TERM-0106,lifted path,lintasan terangkat,covering_spaces,admitted,
O012-TERM-0107,fibre transport,transpor serat,covering_spaces,admitted,
O012-TERM-0108,path reversal,lintasan balik,covering_spaces,admitted,
O012-TERM-0109,reparameterisation,reparameterisasi,covering_spaces,admitted,
O012-TERM-0110,Lebesgue number,bilangan Lebesgue,point_set_topology,admitted,
O012-TERM-0111,pasting lemma,lema penempelan,point_set_topology,admitted,
O012-TERM-0112,Riemann surface,permukaan Riemann,complex_analysis,admitted,
O012-TERM-0113,branched map,pemetaan bercabang,complex_analysis,admitted,
O012-TERM-0114,critical value,nilai kritis,complex_analysis,admitted,
"O012-TERM-0115","path space","ruang lintasan","mapping_spaces","admitted","use X^I or P_x^yX according to endpoint conditions"
"O012-TERM-0116","compact-open topology","topologi kompak-terbuka","mapping_spaces","admitted",""
"O012-TERM-0117","sup metric","metrik supremum","mapping_spaces","admitted",""
"O012-TERM-0118","loop space","ruang loop","mapping_spaces","admitted","use Omega_xX for based loops"
"O012-TERM-0119","evaluation map","pemetaan evaluasi","mapping_spaces","admitted",""
"O012-TERM-0120","postcomposition","pascakomposisi","mapping_spaces","admitted",""
"O012-TERM-0121","exponential law","hukum eksponensial","mapping_spaces","admitted","topological currying for locally compact Hausdorff domain I"
"O012-TERM-0122","lifting operator","operator pengangkatan","covering_spaces","admitted",""
"O012-TERM-0123","endpoint-fixed homotopy","homotopi yang mempertahankan titik ujung","homotopy_theory","admitted","state all four boundary equations"
"O012-TERM-0124","semilocally simply connected","terhubung sederhana semilokal","point_set_topology","admitted","course convention additionally includes local path connectedness"
"O012-TERM-0125","mapping space","ruang pemetaan","mapping_spaces","admitted",""
"O012-TERM-0126","Hawaiian earring","anting-anting Hawaii","counterexamples","admitted",""
"O012-TERM-0127","concatenation","konkatenasi","homotopy_theory","admitted","use gamma#eta for chronological traversal of gamma then eta"
"O012-TERM-0128","associative up to homotopy","asosiatif hingga homotopi","homotopy_theory","admitted",""
"O012-TERM-0129","fundamental group","grup fundamental","homotopy_theory","admitted",""
"O012-TERM-0130","right action","aksi kanan","group_actions","admitted","direct covering transport is a right action under chronological concatenation"
"O012-TERM-0131","permutation representation","representasi permutasi","group_actions","admitted","reverse loops to obtain the conventional left representation"
"O012-TERM-0132","pointed homotopy class","kelas homotopi bertitik","homotopy_theory","admitted",""
"O012-TERM-0133","pinch map","pemetaan jepit","homotopy_theory","admitted","S1 to S1 wedge S1"
"O012-TERM-0134","groupoid","grupoid","category_theory","admitted",""
"O012-TERM-0135","small groupoid","grupoid kecil","category_theory","admitted","object collection is a set"
"O012-TERM-0136","locally small","kecil secara lokal","category_theory","admitted","each hom-collection is a set"
"O012-TERM-0137","discrete groupoid","grupoid diskret","category_theory","admitted","only identity morphisms"
"O012-TERM-0138","codiscrete groupoid","grupoid kodiskret","category_theory","admitted","exactly one morphism between every ordered object pair"
"O012-TERM-0139","action groupoid","grupoid aksi","group_actions","admitted","use double-slash notation"
"O012-TERM-0140","one-object groupoid","grupoid satu objek","category_theory","admitted","written bold B G"
"O012-TERM-0141","conjugation","konjugasi","group_theory","admitted","type source and target automorphism groups explicitly"
"O012-TERM-0142","free action","aksi bebas","group_actions","admitted",""
"O012-TERM-0143","transitive action","aksi transitif","group_actions","admitted",""
"O012-TERM-0144","torsor","torsor","group_actions","admitted","state nonemptiness when using the usual definition"
"O012-TERM-0145","fundamental groupoid","grupoid fundamental","homotopy_theory","admitted",""
"O012-TERM-0146","simply connected","terhubung sederhana","homotopy_theory","admitted","empty-space convention stated explicitly"
"O012-TERM-0147","star-shaped region","daerah berbentuk bintang","homotopy_theory","admitted",""
"O012-TERM-0148","convex subset","himpunan konveks","point_set_topology","admitted","avoid subruang which can suggest a linear subspace"
"O012-TERM-0149","faithful functor","fungtor setia","category_theory","admitted","injective on every hom-set"
"O012-TERM-0150","full functor","fungtor penuh","category_theory","admitted","surjective on every hom-set"
"O012-TERM-0151","homotopy invariance","invariansi homotopi","homotopy_theory","admitted",""
"O012-TERM-0152","homotopy lifting","pengangkatan homotopi","covering_spaces","admitted",""
"O012-TERM-0153","unit sphere","sfera satuan","functional_analysis","admitted",""
"O012-TERM-0154","infinite-dimensional Stiefel manifold","manifold Stiefel berdimensi tak hingga","advanced_examples","admitted","state the model and topology when used substantively"
"O012-TERM-0155","coset space","ruang koset","group_actions","admitted","state the action side"
"O012-TERM-0156","stabilizer subgroup","subgrup stabilisator","group_actions","admitted",""
"O012-TERM-0157","equivariant","ekuivarian","group_actions","admitted",""
"O012-TERM-0158","left coset","koset kiri","group_theory","admitted","G slash H consists of left cosets gH"
"O012-TERM-0159","right coset","koset kanan","group_theory","admitted","H backslash G consists of right cosets Hg"
"O012-TERM-0160","G-set","himpunan-G","group_actions","admitted","state whether the action is left or right"
"O012-TERM-0161","regular action","aksi reguler","group_actions","admitted",""
"O012-TERM-0162","countable","terhitung","set_theory","admitted",""
"O012-TERM-0163","permutation group","grup permutasi","group_theory","admitted",""
"O012-TERM-0164","faithful permutation representation","representasi permutasi setia","group_actions","admitted","convert direct right transport by inversion before calling it an ordinary homomorphism"
"O012-TERM-0165","cyclic group","grup siklik","group_theory","admitted",""
"O012-TERM-0166","generator","pembangkit","group_theory","admitted",""
"O012-TERM-0167","free product","produk bebas","group_theory","admitted",""
"O012-TERM-0168","free group","grup bebas","group_theory","admitted",""
"O012-TERM-0169","reduced word","kata tereduksi","group_theory","admitted","nonidentity letters alternate between factors"
"O012-TERM-0170","conjugacy class","kelas konjugasi","group_theory","admitted","unbased connected coverings determine subgroups only up to conjugacy"
"O012-TERM-0171","graph covering","penutup graf","covering_spaces","admitted","verify local stars at vertices and interval interiors"
"O012-TERM-0172","group presentation","presentasi grup","group_theory","admitted",""
"O012-TERM-0173","relation","relasi","group_theory","admitted","an equation among the chosen generators"
"O012-TERM-0174","free reduction","reduksi bebas","group_theory","admitted","delete adjacent inverse pairs in a word"
"O012-TERM-0175","free product with amalgamation","produk bebas dengan amalgamasi","group_theory","admitted",""
"O012-TERM-0176","universal property","sifat universal","category_theory","admitted",""
"O012-TERM-0177","pushout","pushout","category_theory","admitted","retain the standard borrowed term consistently"
"O012-TERM-0178","pushout square","persegi pushout","category_theory","admitted",""
"O012-TERM-0179","cover by neighbourhoods","sampul oleh lingkungan","topology","admitted","equivalent here to the interiors forming an open cover"
"O012-TERM-0180","commutative square","persegi komutatif","category_theory","admitted",""
"O012-TERM-0181","canonical map","pemetaan kanonik","global","admitted",""
"O012-TERM-0182","path subdivision","subdivisi lintasan","fundamental_groupoid","admitted",""
"O012-TERM-0183","refinement","perhalusan","topology","admitted","for partitions subdivisions and open covers"
"O012-TERM-0184","Lebesgue covering lemma","lema bilangan Lebesgue","topology","admitted","distinguish the lemma from the Lebesgue number delta it supplies"
"O012-TERM-0185","Seifert--van Kampen theorem","teorema Seifert--van Kampen","fundamental_groupoid","admitted","retain the en dash in running prose where the output permits it"
"O012-TERM-0186","retract","retrak","category_theory","admitted","the object V; distinguish it from the retraction map r"
"O012-TERM-0187","category of commutative squares","kategori persegi komutatif","category_theory","admitted","written C^square"
"O012-TERM-0188","commutative cube","kubus komutatif","category_theory","admitted","a morphism in C^square with all six faces commutative"
"O012-TERM-0189","relative Seifert--van Kampen theorem","teorema Seifert--van Kampen relatif","fundamental_groupoid","admitted",""
"O012-TERM-0190","orthogonal projection","proyeksi ortogonal","linear_algebra","admitted",""
"O012-TERM-0191","stereographic projection","proyeksi stereografik","topology","admitted",""
"O012-TERM-0192","antipodal points","titik-titik antipodal","topology","admitted",""
"O012-TERM-0193","trivial group","grup trivial","group_theory","admitted",""
"O012-TERM-0194","algebraic order of composition","konvensi komposisi aljabar","category_theory","admitted","path and groupoid products are chronological while the circle-composition symbol retains standard function order"
"O012-TERM-0195","normal subgroup","subgrup normal","group_theory","admitted",""
"O012-TERM-0196","normal closure","penutupan normal","group_theory","admitted","smallest normal subgroup containing the given elements"
"O012-TERM-0197","finitely generated group","grup yang dibangkitkan secara berhingga","group_theory","admitted",""
"O012-TERM-0198","finitely presented group","grup yang dipresentasikan secara berhingga","group_theory","admitted",""
"O012-TERM-0199","one-relator group","grup satu-relator","group_theory","admitted",""
"O012-TERM-0200","surface group","grup permukaan","group_theory","admitted",""
"O012-TERM-0201","modular group","grup modular","group_theory","admitted","PSL_2(Z)"
"O012-TERM-0202","fractional linear transformation","transformasi linear pecahan","complex_analysis","admitted",""
"O012-TERM-0203","orbifold quotient","hasil bagi orbifold","group_actions","admitted","distinguish from an ordinary covering quotient at points with stabilizer"
"O012-TERM-0204","directed graph","graf berarah","graph_theory","admitted",""
"O012-TERM-0205","node","simpul","graph_theory","admitted",""
"O012-TERM-0206","edge","sisi","graph_theory","admitted",""
"O012-TERM-0207","groupoid congruence","kongruensi grupoid","category_theory","admitted","stable under composition and inversion"
"O012-TERM-0208","reduced arrow word","kata panah tereduksi","category_theory","admitted",""
"O012-TERM-0209","basepoint-preserving contraction","kontraksi yang mempertahankan titik basis","homotopy_theory","admitted",""
"O012-TERM-0210","attaching map","peta pelekatan","CW_complexes","admitted",""
"O012-TERM-0211","presentation complex","kompleks presentasi","CW_complexes","admitted",""
"O012-TERM-0212","weak topology","topologi lemah","CW_complexes","admitted","give weak topology in parentheses at first occurrence"
"O012-TERM-0213","genus","genus","surface_topology","admitted",""
"O012-TERM-0214","classification of covering spaces","klasifikasi ruang penutup","covering_spaces","admitted",""
"O012-TERM-0215","representation (groupoid functor)","representasi (fungtor grupoid)","category_theory","admitted","distinguish from a linear representation when needed"
"O012-TERM-0216","functor category","kategori fungtor","category_theory","admitted",""
"O012-TERM-0217","restriction functor","fungtor restriksi","category_theory","admitted",""
"O012-TERM-0218","left action","aksi kiri","group_actions","admitted","direct monodromy remains a right action; left action is the inversion-converted convention"
"O012-TERM-0219","orbit","orbit","group_actions","admitted",""
"O012-TERM-0220","orbit representative","wakil orbit","group_actions","admitted",""
"O012-TERM-0221","locally path connected","terhubung lintasan lokal","point_set_topology","admitted",""
"O012-TERM-0222","symmetric group","grup simetris","group_theory","admitted","Sym(S) means all bijections of the underlying set"
"O012-TERM-0223","basepoint","titik basis","global","admitted","use consistently with pointed objects"
"O012-TERM-0224","subgroup","subgrup","group_theory","admitted",""
"O012-TERM-0225","connected covering space","ruang penutup terhubung","covering_spaces","admitted",""
"O012-TERM-0226","simply-connected covering space","ruang penutup terhubung sederhana","covering_spaces","admitted",""
"O012-TERM-0227","universal covering space","ruang penutup universal","covering_spaces","admitted",""
"O012-TERM-0228","classification theorem","teorema klasifikasi","covering_spaces","admitted",""
"O012-TERM-0229","orbit decomposition","dekomposisi orbit","group_actions","admitted",""
"O012-TERM-0230","covering action","aksi penutup","group_actions","admitted","a topological action whose quotient map is a covering"
"O012-TERM-0231","fibre functor","fungtor serat","covering_spaces","admitted","the monodromy representation valued in sets"
"O012-TERM-0232","product category","kategori produk","category_theory","admitted",""
"O012-TERM-0233","essentially surjective","surjektif secara esensial","category_theory","admitted","distinguish from full and faithful"
"O012-TERM-0234","fibrewise action","aksi serat demi serat","covering_spaces","admitted","distinct here from the right monodromy action"
"O012-TERM-0235","covering-basis topology","topologi basis penutup","covering_spaces","admitted","basis topology on endpoint-fixed path classes"
"O012-TERM-0236","path-class space","ruang kelas lintasan","covering_spaces","admitted","endpoint-fixed homotopy classes beginning at a chosen basepoint"
"O012-TERM-0237","endpoint projection","proyeksi titik ujung","covering_spaces","admitted",""
"O012-TERM-0238","sheet (of a covering)","lembaran","covering_spaces","admitted","same-field bilingual definition uses lembaran; use only for one local slice mapped homeomorphically to the base neighbourhood"
"O012-TERM-0239","closed-lift criterion","kriteria pengangkatan tertutup","covering_spaces","admitted","criterion detecting the induced fundamental-group image"
"O012-TERM-0240","commuting actions","aksi saling komutatif","group_actions","admitted","keep the left fibrewise and right monodromy actions explicitly distinct"
"O012-TERM-0241","equivalence of categories","ekuivalensi kategori","category_theory","admitted",""
"O012-TERM-0242","higher homotopy group","grup homotopi lebih tinggi","homotopy_theory","admitted",""
"O012-TERM-0243","map of pairs","peta pasangan","topology","admitted",""
"O012-TERM-0244","homotopy relative to A","homotopi relatif terhadap A","homotopy_theory","admitted","fix A throughout the homotopy"
"O012-TERM-0245","Eckmann-Hilton argument","argumen Eckmann-Hilton","homotopy_theory","admitted",""
"O012-TERM-0246","topological group","grup topologis","topological_groups","admitted",""
"O012-TERM-0247","pointwise multiplication","perkalian titik demi titik","topological_groups","admitted",""
"O012-TERM-0248","interchange law","hukum pertukaran","algebra","admitted",""
"O012-TERM-0249","commutative monoid","monoid komutatif","algebra","admitted","do not infer inverses from interchange alone"
"O012-TERM-0250","abelian group","grup abelian","group_theory","admitted",""
"O012-TERM-0251","iterated loop space","ruang loop teriterasi","homotopy_theory","admitted",""
"O012-TERM-0252","basepoint transport","transpor titik basis","homotopy_theory","admitted","transport along a path; composition follows the chronological concatenation convention"
"O012-TERM-0253","discrete space","ruang diskret","point_set_topology","admitted","distinguish the space from the discrete topology when context requires"
"O012-TERM-0254","finite set","himpunan berhingga","category_theory","admitted","Fin is the category of finite sets"
"O012-TERM-0255","module over R","modul atas R","algebra","admitted","R-Mod denotes the category after fixing a ring R"
"O012-TERM-0256","fibre bundle","bundel serat","fibre_bundles","admitted","preferred over berkas serat to avoid collision with sheaf; show fibre bundle on first specialist occurrence"
"O012-TERM-0257","total space","ruang total","fibre_bundles","admitted","the domain P of a bundle projection"
"O012-TERM-0258","local trivialization","trivialisasi lokal","fibre_bundles","admitted","a homeomorphism over the base neighbourhood, not a covering sheet decomposition"
"O012-TERM-0259","Hopf bundle","bundel Hopf","fibre_bundles","admitted","use complex or quaternionic qualifier when both occur"
"O012-TERM-0260","complex projective line","garis projektif kompleks","geometry","admitted","CP1 is homeomorphic to the 2-sphere"
"O012-TERM-0261","homogeneous coordinates","koordinat homogen","geometry","admitted","projective notation [z:w]"
"O012-TERM-0262","exact sequence","barisan eksak","homological_algebra","admitted","use barisan consistently rather than urutan"
"O012-TERM-0263","exact at","eksak pada","homological_algebra","admitted","kernel of the outgoing map equals image of the incoming map"
"O012-TERM-0264","short exact sequence","barisan eksak pendek","homological_algebra","admitted",""
"O012-TERM-0265","long exact sequence","barisan eksak panjang","homological_algebra","admitted",""
"O012-TERM-0266","connecting map","pemetaan penghubung","homological_algebra","admitted","delta in the homotopy long exact sequence"
"O012-TERM-0267","kernel","kernel","algebra","admitted","retain the conventional Indonesian mathematical borrowing"
"O012-TERM-0268","image (of a map)","citra","global","admitted","use image only inside fixed symbolic notation such as im(f)"
"O012-TERM-0269","local system","sistem lokal","fibre_bundles","admitted","a functorial family with transport, here of discrete groups"
"O012-TERM-0270","orientation-preserving","mempertahankan orientasi","topology","admitted",""
"O012-TERM-0271","pointed fibre bundle","bundel serat bertitik","fibre_bundles","admitted","choose x in the base and p in the fibre q^{-1}(x)"
"O012-TERM-0272","transition function","fungsi transisi","fibre_bundles","admitted","change of fibre coordinate on an overlap"
"O012-TERM-0273","complex Hopf bundle","bundel Hopf kompleks","fibre_bundles","admitted","S1 to S3 to S2"
"O012-TERM-0274","quaternionic Hopf bundle","bundel Hopf kuaternionik","fibre_bundles","admitted","S3 to S7 to S4"
"O012-TERM-0275","Lie group","grup Lie","lie_groups","admitted","retain Lie as the proper name"
"O012-TERM-0276","closed subgroup","subgrup tertutup","lie_groups","admitted",""
"O012-TERM-0277","homogeneous space","ruang homogen","group_actions","admitted","quotient G/H of a transitive action"
"O012-TERM-0278","weak homotopy equivalence","ekuivalensi homotopi lemah","homotopy_theory","admitted","requires the fundamental-groupoid equivalence and all higher based homotopy isomorphisms in this course"
"O012-TERM-0279","Warsaw circle","Lingkaran Warsawa","homotopy_theory","admitted","proper name capitalized in its named occurrence"
"O012-TERM-0280","Euler characteristic","karakteristik Euler","algebraic_topology","admitted","elementary alternating-face formula requires finite data"
"O012-TERM-0281","cohomologically graded complex","kompleks bergradasi naik","homological_algebra","admitted","d_n maps A_n to A_(n+1); neutral kompleks is used when the grading is already visible"
"O012-TERM-0282","morphism of complexes","morfisma kompleks","homological_algebra","admitted","degree-preserving and commuting with differentials"
"O012-TERM-0283","gradient","gradien","vector_calculus","admitted",""
"O012-TERM-0284","curl","rotor (curl)","vector_calculus","admitted","show the English term on first occurrence"
"O012-TERM-0285","divergence","divergensi","vector_calculus","admitted",""
"O012-TERM-0286","coboundary","kobatas","homological_algebra","admitted","the graph differential raises degree and uses target minus source"
"O012-TERM-0287","cokernel","kokernel","algebra","admitted","retain operatorname coker in formulas"
"O012-TERM-0288","isomorphism","isomorfisma","global","admitted","same-field Indonesian topology usage uses isomorfisma; isomorfisme is retained only as a recognized variant"
"O012-TERM-0289","homomorphism","homomorfisma","algebra","admitted","same-field Indonesian topology usage uses homomorfisma; preserve the -morfisma family consistently"
"O012-TERM-0290","geometric realisation","realisasi geometrik","algebraic_topology","admitted","use for the quotient space obtained by replacing each combinatorial n-face with a standard n-simplex and gluing its faces"
"O012-TERM-0291","standard n-simplex","simpleks-n standar","simplicial_topology","admitted","retain Delta superscript n notation and the nonnegative-coordinate affine definition"
"O012-TERM-0292","triangulation","triangulasi","surface_topology","admitted","means combinatorial surface data equipped with a homeomorphism from the topological surface to its geometric realisation"
"O012-TERM-0293","Delta-set","himpunan-Delta","simplicial_topology","admitted","render Delta mathematically in reader prose; this is the semisimplicial object with face maps and no degeneracies"
"O012-TERM-0294","k-skeleton","k-kerangka","simplicial_topology","admitted","the truncation that retains simplices through degree k and is empty above k"
"O012-TERM-0295","simplicial cochain complex","kompleks korantai simpleksial","homological_algebra","admitted","cohomological grading raises degree and uses the alternating pullbacks of all face maps"
"O012-TERM-0296","opposite category","kategori lawan","category_theory","admitted","use when morphism direction and composition reverse"
"O012-TERM-0297","contravariant functor","fungtor kontravarian","category_theory","admitted","equivalently a covariant functor from the opposite category"
"O012-TERM-0298","change of coefficients","perubahan koefisien","homological_algebra","admitted","the map on cochain complexes and cohomology induced by a ring homomorphism"
"O012-TERM-0299","Betti number","bilangan Betti","algebraic_topology","admitted","dimension of real cohomology in the finite setting"
"O012-TERM-0300","torsion coefficient","koefisien torsi","algebraic_topology","admitted","order of a cyclic torsion factor in a finitely generated integral cohomology group"
"O012-TERM-0301","augmentation","augmentasi","homological_algebra","admitted","an R-linear map from a module to R; here evaluation at the chosen basepoint"
"O012-TERM-0302","augmented module","modul teraugmentasi","homological_algebra","admitted","an R-module equipped with a specified augmentation"
"O012-TERM-0303","direct sum","jumlah langsung","algebra","admitted","use for the finite binary decomposition and distinguish it from an arbitrary product"
"O012-TERM-0304","product of modules","produk modul","algebra","admitted","use the product symbol for arbitrary families of function modules"
"O012-TERM-0305","direct product","produk langsung","algebra","admitted","recognized explicit form when contrast with a direct sum is pedagogically necessary"
"O012-TERM-0306","restriction map","pemetaan restriksi","homological_algebra","admitted","precomposition along an inclusion; on cochains it commutes with coboundaries"
"O012-TERM-0307","sub-Delta-set","sub-himpunan-Delta","simplicial_topology","admitted","degreewise subsets closed under every face map"
"O012-TERM-0308","pair of Delta-sets","pasangan himpunan-Delta","simplicial_topology","admitted","a Delta-set X together with a specified sub-Delta-set A"
"O012-TERM-0309","quotient Delta-set","himpunan-Delta hasil bagi","simplicial_topology","admitted","do not assume existence merely from the degreewise set quotients"
"O012-TERM-0310","reduced function module","modul fungsi tereduksi","homological_algebra","admitted","kernel of evaluation at a basepoint; for a collapsed nonempty subset it identifies with functions vanishing there"
"O012-TERM-0311","reduced cochain","korantai tereduksi","homological_algebra","admitted","use for a cochain in the reduced subcomplex or reduced construction, not for every function on a quotient"
"O012-TERM-0312","relative simplicial cochain complex","kompleks korantai simpleksial relatif","homological_algebra","admitted","the kernel of restriction from X to a sub-Delta-set A once differential stability is established"
"O012-TERM-0313","degreewise","pada setiap derajat","homological_algebra","admitted","use when a construction or exactness statement is asserted separately in each degree"
"O012-TERM-0314","extension by zero","perluasan dengan nol","homological_algebra","admitted","degreewise module extension; it need not be a cochain-map splitting"
"O012-TERM-0315","cocycle","kosiklus","homological_algebra","admitted","an element in the kernel of the next cochain differential; pair with kobatas for coboundary"
"O012-TERM-0316","cochain map","pemetaan korantai","homological_algebra","admitted","use for a degree-preserving map that commutes with cochain differentials; distinguish it from a merely degreewise module map"
